,1s,2s,3s,4s,5s,6s,7s,2p,3p,3d,4p,4d,4f,5p,5d,5f,6p,6d,6f,7p,Cell-identification_3T3,Cell-identification_A172,Cell-identification_A375,Cell-identification_A549,Cell-identification_AGS,Cell-identification_ARPE-19,Cell-identification_AsPC-1,Cell-identification_B-LCL,Cell-identification_B16,Cell-identification_BALB/3T3,Cell-identification_BEAS-2B,Cell-identification_BXPC-3,Cell-identification_Bacillus Subtilis,Cell-identification_Bel 7402,Cell-identification_C17-2-Neural progenitor,Cell-identification_C6 glioma,Cell-identification_CCD-18Co,Cell-identification_CHL,Cell-identification_CHO-K1,Cell-identification_COS,Cell-identification_Caco-2,Cell-identification_Cancer-Stem-Cell/FEMX-1,Cell-identification_DU-145,Cell-identification_Daudi,Cell-identification_E. Coli,Cell-identification_E. hirae,Cell-identification_EAhy926,Cell-identification_ECV304,Cell-identification_Ehrlich Ascites Carcinoma,Cell-identification_H460,Cell-identification_HCC,Cell-identification_HCT 116,Cell-identification_HCT-8 (HRT 18),Cell-identification_HEK293,Cell-identification_HELF,Cell-identification_HK-1,Cell-identification_HL-7702,Cell-identification_HPrEC,Cell-identification_HT 1080,Cell-identification_HT 144,Cell-identification_HT 29,Cell-identification_HUVEC,Cell-identification_HaCaT,Cell-identification_HeLa,Cell-identification_HepG2,Cell-identification_Hepatocyte,Cell-identification_Human-Monocytes,Cell-identification_Human-Normal-Lymphocyte,Cell-identification_IMR,Cell-identification_J774,Cell-identification_JB6,Cell-identification_Jurkat,Cell-identification_K562,Cell-identification_KATO III,Cell-identification_KB,Cell-identification_Klebsiella pneumoniae,Cell-identification_L929,Cell-identification_LLC-PK1 ,Cell-identification_LO2,Cell-identification_Listeria monocytogenes,Cell-identification_MCF-7,Cell-identification_MDA-MB-231,Cell-identification_MDCK2,Cell-identification_MG-63,Cell-identification_MGH,Cell-identification_MIA PaCa 2,Cell-identification_MKN45,Cell-identification_MRC-5,Cell-identification_Mouse-Leukocytes,Cell-identification_Mussel-Hemocytes,Cell-identification_Myoblast,Cell-identification_NG108-15,Cell-identification_NHBE,Cell-identification_NIH/3T3,Cell-identification_Osteoblast,Cell-identification_P. aeruginosa,Cell-identification_PANC-1,Cell-identification_PBMC,Cell-identification_PC12,Cell-identification_PC3,Cell-identification_PDL-hTERT,Cell-identification_Panc-28,Cell-identification_Primary-human-hepatocyte,Cell-identification_Proteus vulgaris,Cell-identification_RAW264-7,Cell-identification_Ramos.2G6.4C10,Cell-identification_S. aureus,Cell-identification_S. paratyphi,Cell-identification_SGC-7901,Cell-identification_SH-SY5Y,Cell-identification_SK-BR-3,Cell-identification_SK-LC-6,Cell-identification_SMMC-7721,Cell-identification_SPCA1,Cell-identification_Streptococcus pyogenes,Cell-identification_T-47D,Cell-identification_T-Thermophila-BF5,Cell-identification_THP-1,Cell-identification_Trout-Hepatocytes,Cell-identification_Trout-Leukocytes,Cell-identification_U251,Cell-identification_U87,Cell-identification_V. cholerae (Tolerant phenotype),Cell-identification_V. cholerae (Vulnerable phenotype),Cell-identification_Vero,Cell-identification_WIL2-NS,Cell-identification_Zebrafish-LiverCell,Cell-identification_bovine-corneal-fibroblasts,Cell-identification_hMSCs,Cell-identification_huh 7 cells
598,9.18753171415711,9.171737446984324,8.740373683322495,8.740373683322495,0.0,0.0,0,9.532765372158499,9.217494937515754,9.217494937515754,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300,5.4561418443385845,5.4561418443385845,4.979607982412243,4.979607982412243,2.286549880765468,1.9877591954868117,0,5.824201289541397,5.456726202635782,4.9830976917964716,2.7621718214279727,2.9837200861011994,3.129719278846996,2.7621718214279727,2.9602565315128717,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325,5.278695007116574,5.278695007116574,4.837541291264032,4.837541291264032,3.6201635530267784,1.8448329584859604,0,5.651994073592998,5.314658337226563,5.006872272663771,4.390985251274309,4.612826939949678,2.9851578277916033,2.6177798204438045,2.7935218926996903,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,5.59014778285268,5.4452723050750755,4.472759056480058,4.472759056480058,4.171743683191957,0.0,0,5.646320239925491,4.9498705626756125,5.171717362560889,4.870690291490246,4.870690291490246,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
466,6.610784732398316,6.610784732398316,6.347747971074179,6.341107243936284,4.922423212923654,0.0,0,7.016593861697041,6.824869095793305,7.0385545008988455,5.700570136355912,5.922418539814295,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,5.680267230117978,5.564009101058441,5.150714616730488,4.806727776794288,4.806727776794288,0.0,0,5.881895375265545,5.540393958578733,5.505692359258657,5.2838445132922764,5.505692359258657,0.0,4.632608127135936,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
401,8.73103396194212,8.73103396194212,8.43000396708491,8.174296951501328,0.0,0.0,0,9.128973970130096,8.907125220728878,9.128973970130096,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,5.243487744212639,5.036696513069908,4.412653586002024,3.9670986082568764,3.9670986082568764,0.0,0,5.287174696864507,4.785268516844859,4.666031133037561,4.444188630238381,4.666031133037561,0.0,3.9670986082568764,0.0,0,0.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
237,9.005515449841875,9.005515449841875,8.582343693658688,8.582343693658688,7.8259425095480175,7.5249125203680185,0,9.38162189056529,9.059464947620908,8.813023604204348,8.303063759945026,8.52491250869685,8.671040544004576,8.303063759945026,8.52491250869685,0,0.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
273,10.124441700990815,10.124441700990815,9.65463997280266,9.65463997280266,7.78278528078563,6.954434649415697,0,10.493471716040169,10.131761227458192,9.696141457768263,8.530896538864427,8.752745287969164,8.100562640305592,7.732585859604674,7.930945995095525,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
612,4.8640223388197095,4.724279406313486,3.432542418332315,3.432542418332315,3.1316728069112347,0.0,0,4.895037502364505,3.9095567173085675,4.1313840726150195,3.830386168020684,3.830386168020684,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
566,5.617913066214293,5.408411011026691,4.7875116441916665,4.645122460760291,4.171743683191957,0.0,0,5.609307863182704,5.222149030662714,5.344084599063192,4.870690291490246,4.870690291490246,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,5.5252120041883215,5.352384125872221,4.914198168373628,4.5504616903687465,4.5504616903687465,0.0,0,5.6476371393767515,5.275679410071183,5.249421912933599,5.027574793627736,5.249421912933599,0.0,4.341887733644208,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
340,6.857987907958695,6.857987907958695,6.460047989628224,6.165484182332389,0.0,0.0,0,7.238199114537465,6.937169143968367,6.8618790736583914,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
284,10.118066714990992,10.118066714990992,9.670015302751903,9.670015302751903,8.363962200819227,6.954434649415697,0,10.490317376493879,10.147136557409668,9.812551322763062,9.13443233433877,9.356281083827655,8.100562640305592,7.732585859604674,7.930945995095525,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,5.692849917755788,5.546423221140644,5.067205569181461,4.84325025363174,4.750576684441516,0.0,0,5.832151375143321,5.481690827702472,5.5422152734111,5.227692797316676,5.449540518556827,0.0,4.84325025363174,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
458,6.192213228520106,6.192213228520106,5.840846000055929,5.811349321875406,0.0,0.0,0,6.580541520092676,6.293527479290463,6.375620264636675,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
245,7.554632696604774,7.554632696604774,7.086495308245152,7.086495308245152,5.272752512232158,0.0,0,7.923904315216336,7.563616539240277,7.136813737959076,6.050901831307894,6.272750426419247,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
337,6.5466189130963235,6.5466189130963235,6.148679089460428,5.854115435324,0.0,0.0,0,6.926830082849408,6.6258001385843714,6.547919845747776,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,5.775856485770807,5.652845387259041,5.0811442553440695,4.906418655487729,4.462459450712845,0.0,0,5.914133356853256,5.507452105243268,5.605384350016991,5.161417476041357,5.161417476041357,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
362,6.878764400258352,6.878764400258352,6.4591863408659895,6.4591863408659895,6.416759448018822,6.36973457210726,0,7.255443292513099,6.93630749500678,7.158156224507359,6.93630749500678,7.158156224507359,6.068704761817631,6.8468557032439765,6.068704761817631,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
541,5.270707087069454,5.1066778608160455,4.021418251644922,3.9670986082568764,3.9670986082568764,0.0,0,5.228482620264392,4.481148364312923,4.666031133037561,4.444188630238381,4.666031133037561,0.0,3.9670986082568764,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
397,5.608961754017323,5.608961754017323,5.240986393544628,5.0648963812042735,0.0,0.0,0,5.994312006781958,5.71810598597162,5.746134657625116,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543,5.672026598560372,5.4215534496264395,4.820151242429518,4.6158936787192895,4.214385163702556,0.0,0,5.602266598583698,5.229013504919951,5.314855269397858,4.816425272559769,4.913333960037411,0.0,4.214385163702556,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
592,10.507122797665632,10.507122797665632,10.03986836436655,8.26639851512903,0.0,0.0,0,10.876522927726032,10.068191158436179,9.266398513012481,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,5.765136901952142,5.625928573001696,5.086397604378948,4.906418655487729,4.462459450712845,0.0,0,5.875731783850864,5.511394996389437,5.605384350016991,5.161417476041357,5.161417476041357,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
309,5.359433756893496,5.359433756893496,4.885693765036038,4.885693765036038,2.9513901127421134,2.650845574837495,0,5.727893569234583,5.362811252707555,4.905424885063107,3.42818742722182,3.649971359784847,3.7960716137643224,3.42818742722182,3.6419999037329855,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
602,5.016133533684364,4.878894391761091,4.288364778106625,3.7295889737421293,3.7295889737421293,0.0,0,5.154220270046198,4.6455556155230715,4.428494216458008,4.206656261115668,4.428494216458008,0.0,3.7295889737421293,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328,7.995764860587197,7.995764860587197,7.528436327854615,7.528436327854615,5.8148141395557955,4.94579505621522,0,8.365154194247975,8.00555757399883,7.582964131672667,6.529880538554568,6.751729236889062,6.091918523043919,5.72394220635149,5.90003319205597,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,8.262592464789211,8.262592464789211,8.011542820067387,8.011542820067387,0.0,0.0,0,8.670999301937986,8.48866407196769,8.670999301937986,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,5.041700027118651,4.85499552034234,3.693920385612608,3.693920385612608,3.3929782557738126,0.0,0,4.990815632318213,4.170983053237878,4.392820084486876,4.091807666255363,4.091807666255363,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
368,7.729575607412454,7.729575607412454,7.435185820060769,7.435185820060769,5.917297334513309,5.917297334513309,0,8.128851798247927,7.912307064151069,8.134155811641552,6.394418238968657,6.616266918532117,6.762394924187681,6.394418238968657,6.093388418436868,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,5.2653417679128305,5.126615204194753,4.097614038376406,3.9670986082568764,3.9670986082568764,0.0,0,5.286799766815682,4.5214737519485695,4.666031133037561,4.444188630238381,4.666031133037561,0.0,3.9670986082568764,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
443,7.509388844949553,7.509388844949553,7.141412077574802,7.062230837799121,0.0,0.0,0,7.894739718407757,7.6185333113879805,7.705683485206292,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
330,7.023662316049779,7.023662316049779,6.571753810204796,6.571753810204796,5.208454276730058,3.5804489288070274,0,7.395331748054961,7.048874987310599,6.698342271298059,5.976255905351074,6.198104471487533,4.726470989421739,4.358505074554629,4.534589992560678,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
321,5.240231456418955,5.240231456418955,4.787729350649565,4.787729350649565,3.4041135540794674,0.0,0,5.611809744025046,5.264845885107698,4.911776880086704,4.182122059470744,4.4039593874606044,0.0,0.0,0.0,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
